order_id;employee_id;order_items;cost;order_time
634;928006235;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink};32.730000000000004;09/23/2022
635;529006731;{buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,tater tots,fountain drink,fountain drink,fountain drink};19.740000000000002;09/23/2022
636;928006887;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,fountain drink,fountain drink};15.959999999999999;09/23/2022
637;928006235;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,crispy chicken,fountain drink,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};32.81;09/23/2022
638;229000879;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,bacon,cheddar cheese,avocado,tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,french fries,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};63.129999999999995;09/23/2022
639;928006887;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,french fries,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,pepperjack cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};90.79999999999998;09/23/2022
640;928006235;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,grilled chicken,croutons,ceasar dressing,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,lettuce,grilled chicken,croutons,ceasar dressing,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};84.90999999999998;09/23/2022
641;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};71.22999999999999;09/23/2022
642;928006887;{chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,french fries,fountain drink};16.560000000000002;09/23/2022
643;928006887;{buns,beef,lettuce,onions,tomatoes,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,tater tots,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};42.97999999999998;09/23/2022
644;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink};10.059999999999999;09/23/2022
645;229000879;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};51.07999999999999;09/23/2022
646;928006887;{buns,grilled chicken,pepperjack cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,lettuce,grilled chicken,croutons,ceasar dressing,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,fountain drink,fountain drink,fountain drink,fountain drink};43.39999999999999;09/23/2022
647;928006887;{french fries,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink};16.060000000000002;09/23/2022
648;928006235;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};70.94999999999999;09/23/2022
649;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,grilled chicken,pepperjack cheese,buns,crispy chicken,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};77.10999999999999;09/23/2022
650;928006235;{chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,chicken tenders,chicken tenders,chicken tenders,honey mustard,tater tots,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};67.61999999999999;09/24/2022
651;229000879;{buns,grilled chicken,pepperjack cheese,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,fountain drink,fountain drink,fountain drink,fountain drink};45.59999999999999;09/24/2022
652;529006731;{chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink};33.32;09/24/2022
653;229000879;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink};5.68;09/24/2022
654;928006887;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,pepperjack cheese,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};66.41999999999997;09/24/2022
655;928006887;{chicken tenders,chicken tenders,chicken tenders,honey mustard,french fries,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};57.14999999999999;09/24/2022
656;928006235;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,tater tots,tater tots,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};31.700000000000003;09/24/2022
657;928006887;{lettuce,grilled chicken,croutons,ceasar dressing,buns,beef,lettuce,onions,tomatoes,french fries,fountain drink};16.46;09/24/2022
658;928006235;{fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,tater tots,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};40.78999999999999;09/24/2022
659;928006887;{buns,grilled chicken,pepperjack cheese,fountain drink};7.779999999999999;09/24/2022
660;229000879;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,fountain drink,fountain drink};28.630000000000006;09/24/2022
661;928006887;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,crispy chicken,fountain drink,fountain drink};24.150000000000002;09/24/2022
662;928006235;{chicken tenders,chicken tenders,chicken tenders,honey mustard};5.99;09/24/2022
663;229000879;{chicken tenders,chicken tenders,chicken tenders,honey mustard,tater tots,fountain drink,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink};31.010000000000005;09/24/2022
664;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,grilled chicken,pepperjack cheese,buns,crispy chicken,buns,grilled chicken,bacon,cheddar cheese,avocado,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,french fries,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};70.63;09/24/2022
665;529006731;{lettuce,grilled chicken,croutons,ceasar dressing,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink};20.26;09/24/2022
666;529006731;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink,fountain drink};24.450000000000003;09/24/2022
667;928006235;{french fries,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,buns,grilled chicken,bacon,cheddar cheese,avocado,tater tots,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};55.44999999999999;09/24/2022
668;229000879;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,crispy chicken,buns,grilled chicken,pepperjack cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};48.57999999999999;09/24/2022
669;529006731;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};41.89999999999999;09/24/2022
670;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,tater tots,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};71.50999999999999;09/24/2022
671;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};83.69999999999999;09/24/2022
672;529006731;{buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,grilled chicken,croutons,ceasar dressing,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,crispy chicken,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};79.6;09/24/2022
673;229000879;{buns,beef,lettuce,onions,tomatoes,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};49.97999999999999;09/24/2022
674;229000879;{fountain drink,buns,grilled chicken,pepperjack cheese,fountain drink};9.969999999999999;09/24/2022
675;529006731;{buns,beef,lettuce,onions,tomatoes,tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink};33.910000000000004;09/24/2022
676;928006887;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};53.36999999999999;09/24/2022
677;229000879;{fountain drink,fountain drink};4.38;09/24/2022
678;928006235;{fountain drink,buns,crispy chicken,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,tater tots,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};58.62999999999998;09/24/2022
679;229000879;{fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink};17.66;09/24/2022
680;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink};24.640000000000004;09/24/2022
681;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,fountain drink};16.96;09/24/2022
682;928006887;{tater tots,buns,grilled chicken,pepperjack cheese,buns,grilled chicken,pepperjack cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,pepperjack cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};72.52;09/24/2022
683;928006235;{buns,crispy chicken,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink};15.959999999999999;09/24/2022
684;229000879;{buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};44.47999999999999;09/24/2022
685;928006235;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,grilled chicken,croutons,ceasar dressing,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,crispy chicken,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};62.16;09/24/2022
686;529006731;{buns,crispy chicken,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,french fries,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};43.57999999999999;09/24/2022
687;928006887;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,fountain drink};13.27;09/24/2022
688;229000879;{buns,grilled chicken,bacon,cheddar cheese,avocado,tater tots,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,fountain drink,fountain drink};20.650000000000002;09/24/2022
689;229000879;{buns,beef,lettuce,onions,tomatoes,buns,grilled chicken,pepperjack cheese,fountain drink,fountain drink,fountain drink,fountain drink};19.44;09/24/2022
690;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink};27.740000000000006;09/24/2022
691;229000879;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink};8.98;09/24/2022
692;928006235;{chicken tenders,chicken tenders,chicken tenders,honey mustard};5.99;09/24/2022
693;229000879;{lettuce,grilled chicken,croutons,ceasar dressing,fountain drink};9.48;09/24/2022
694;529006731;{chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,fountain drink};29.840000000000003;09/24/2022
695;928006235;{fountain drink,fountain drink,lettuce,grilled chicken,croutons,ceasar dressing,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};50.86999999999998;09/24/2022
696;229000879;{chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,buns,crispy chicken,buns,crispy chicken,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};75.82;09/24/2022
697;229000879;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};52.259999999999984;09/24/2022
698;928006235;{fountain drink,french fries,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,bacon,cheddar cheese,avocado,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink};37.800000000000004;09/24/2022
699;928006887;{buns,beef,lettuce,onions,tomatoes,buns,crispy chicken,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,bacon,cheddar cheese,avocado,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};83.61999999999999;09/24/2022
700;928006887;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink};15.959999999999999;09/24/2022
701;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,french fries,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,fountain drink,fountain drink,fountain drink};23.030000000000005;09/24/2022
702;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink};25.050000000000004;09/24/2022
703;928006235;{lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink};30.320000000000007;09/24/2022
704;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink,fountain drink};20.26;09/24/2022
705;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,tater tots,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};45.28999999999999;09/24/2022
706;529006731;{lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,crispy chicken,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};75.52999999999999;09/24/2022
707;928006887;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,fountain drink,fountain drink,fountain drink,fountain drink};31.520000000000007;09/24/2022
708;928006887;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,crispy chicken,fountain drink,fountain drink,fountain drink};31.330000000000002;09/24/2022
709;529006731;{buns,beef,lettuce,onions,tomatoes,french fries,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,bacon,cheddar cheese,avocado,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};42.489999999999995;09/24/2022
710;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};61.94999999999999;09/24/2022
711;928006887;{tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,crispy chicken,tater tots,fountain drink,fountain drink};19.540000000000003;09/24/2022
712;229000879;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,lettuce,grilled chicken,croutons,ceasar dressing,lettuce,grilled chicken,croutons,ceasar dressing,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};77.02999999999999;09/24/2022
713;928006235;{fountain drink,tater tots,buns,grilled chicken,pepperjack cheese,buns,grilled chicken,pepperjack cheese,fountain drink,fountain drink,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,tater tots,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};60.61999999999999;09/24/2022
714;928006887;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,buns,grilled chicken,pepperjack cheese,buns,crispy chicken,fountain drink,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,buns,crispy chicken,chicken tenders,chicken tenders,chicken tenders,honey mustard,tater tots,buns,crispy chicken,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};70.11999999999999;09/24/2022
